Text,Sentiment
the mouse works better then expected the battery life has exceeded week so far if you have surface go this mouse will not disappoint very happy with this item would recommend ,5
the only thing is the light won come on endless you have them plugged into the xbox and the cord is so short can use them would love have my lights,5
the product was great received exactly what was advertised such as noise cancellation the quality of audio is superb and would definitely recommend to anyone looking the better their gaming experience ,1
the slime design makes it easy to transport the usb piece fits nicely under neither when it goes into sleep move just click the button and its back up and running ,1
the slime design makes it easy to transport the usb piece fits nicely under neither when it goes into sleep move just click the button and its back up and running ,5
the sound is phenomenal if you pair with another you practically have stereothis is just as good as the bose speaker bluetooth speaker these can stand toe to toe with them ,1
the sound quality of this is really amazing and has great bass response don know how they do it but highly recommend it it great having in the kitchen while cooking ,5
the speaker came charged but would never charge again thankful the initial charge lasted so long didn even notice it was defective until after the return window huge waste of money ,5
the title of my post says lot also like how lightweight it is it very responsive to movement but not overly so it as good wireless mouse as ve ever had ,1
the title of my post says lot also like how lightweight it is it very responsive to movement but not overly so it as good wireless mouse as ve ever had ,1
the wheel on this mouse if very flimsy it has failed on two of the devices ordered would not recommend this product it not even suitable for the lightest of duties ,1
there are multiple times the keyboard does not register my keystrokes causing typos in word processing and issues when gaming defeats the purpose of having keyboard imo it looks nice though ,5
these are great economical headphones for kids bought sets one for each of my kids they use them for remote school as well as gaming have heard no complaints about them ,5
these headphones are amazing they re soundproof too love the price they re very affordable and compatible with almost every console and pcs so happy with my purchase will buy again ,1
these headphones are so cool they re going to go perfect with the gaming mouse love these because they re good they work so good the best headphones ve ever had ,5
these headphones sound great ordered them for the wrong purpose but my husband uses them and loves them will probably be ordering them for the other gamers in my family dagbuy,5
these made my grandson so happy right out of the box he loves the feel color and thinks they are the coolest ever love when can make my grand babies happy,1
these speakers have deep base and great sound outside they are wonderful beach pool thy get thee sound out the battery is also great powerhouse for your phone at the beach ,1
these work great for gaming can easily tell what direction sounds are coming from in cod and apex legends for first person shooter games these work great and are very comfortable ,5
they are nice fit the only thing that could make them better if is the microphone could rotate to go both ways like to wear the mic on my right side ,5
they didn work they aren loud and they are really confusing to use but too priority is the fact that they are not remotely loud or noise canceling they don work,5
they don light up blue like it shows on the picture the sound is vary poor they are not loud enough for you to hear the game don waste your money ,1
they look like the photo the set comes with appropriate cords they work so far noise cancellation got only stars because can still hear people talking at normal volume around me ,5
they re just cheap quality and they re not really comfortable mic isn that good and they literally snap crackle and pop when you go to put them on your head ,5
this cable is so short when you plug it into any of the computers usb ports the mouse is suspended in mid air avoid by the way it doesn take batteries ,5
this headset died after less than month of regular use no loud music only used for gaming voice chat they just randomly died total junk save your money buy something else ,1
this headset is an excellent choice for gamers whether you just want to hear your games up close and personal or you intend to stream live gameplay this headset is great ,5
this headset is very comfortable with good sound and mic got the purple for myself and the pink one for my daughter and they are both very pretty and work great ,5
this is good set of headphones but if you use the microphone for gaming the majority of people say you sound like you are talking into tin can down hallway lol,5
this is our second purchase my son likes it alot the first one the mic went out due to he kept putting it in his mouth great headset for the money ,5
this is the best mouse ve used in long time ve bought them for my kids and my friends and have back ups so when one is charging always have one,1
this mouse captures the eye because of the constant changing colors also like the feel of it it not bulky and big think its great investment good for kids and gaming ,1
this mouse captures the eye because of the constant changing colors also like the feel of it it not bulky and big think its great investment good for kids and gaming ,5
this mouse is much faster than my last few like the charging system drawback is when the charger comes missing and it will happen in my house how to replace it ,1
this mouse is much faster than my last few like the charging system drawback is when the charger comes missing and it will happen in my house how to replace it ,1
this mouse is very light weight and the added colors make it super cool it also holds charge for very long time which is helpful really great product for the price ,5
this mouse is very light weight and the added colors make it super cool it also holds charge for very long time which is helpful really great product for the price ,5
this mouse was for my son for his school laptop he loves having it at school with the cool lights and it makes working on homework much more fun works great ,5
this product is amazing and was very surprised by the quality for the price you do not need to spend of dollars for quality headset this is the one right here ,5
took chance and ordered this for at the office wanted something little more comfortable and without cord excellent choice love love love this mouse and the charge staying power is amazing,1
usb doesn go all the way into the port it doesn work at all the headphone jack works for controllers but the microphone sounds like garbage it sounds staticky and muffled ,5
very cheap quality the lights don look like the photo it just changes from one color to another and never looks rainbow like in the photos also buttons are not silent ,5
very cheap quality the lights don look like the photo it just changes from one color to another and never looks rainbow like in the photos also buttons are not silent ,5
very functional and estetically pleasing very quick wireless connection even via kvm only con is that it doesn sense and light up when your fingers approach kb like the logitech k,5
very glitch curser tracking is not smooth at all silent buttons are almost too sensitive and frequently click when not meaning to do so threw out this item after only days ,5
very glitch curser tracking is not smooth at all silent buttons are almost too sensitive and frequently click when not meaning to do so threw out this item after only days ,1
we are listening to our speaker for couple of weeks with one charge at least one hour per day the sound is great clear and may be loud if you want ,5
we have three my husband and each of my teenage boys my favorite part is we can synch all there and have surround sound in the backyard and around our pool ,5
when its hot outside the heat makes it skip or it does something to it really wanted it mostly for outside disappointing that its not good in the outside summer months,5
when paired with my iphone pro max with speakers ok but when tried to paired to speaker the connectivity or bluetooth fail some time this happened with samsung and its worst ,5
why does this always happen with bluetooth speakers ve tried multiple power sources computer computer charger wall and several usb cables no charge can even factory reset bought paper weight furious ,5
works right out of the box has the charging cable and both usb options so you can use it on different comps older and new the lights are really cool too ,5
works right out of the box has the charging cable and both usb options so you can use it on different comps older and new the lights are really cool too ,5
works well but there is no way to adjust treble or base sound quality isn what we expected it to be used it days with variety of music and returned it ,5
would not work with any controller have only worked with my phone have different types of xbox one controllers and it didn work with any of them cheaply made poor quality ,5
you are not going to find better headset for the money can hear someone sneaking up on my on cod but can hear my wife talking to me from the kitchen ,5
you get what you pay for hold true with this product being senior citizen on fixed income chose the cheapest option its better than nothing so ll continue to use it ,5
you know it good when you cannot hear single soul around you noise cancelling is very good comfort is top notch and works great we will definitely purchase again if needed ,5
 although it pretty it works great and love the colors got it for asthetics but it very functional work at home hours day and the charge is lasting quite long ,1
 although it pretty it works great and love the colors got it for asthetics but it very functional work at home hours day and the charge is lasting quite long ,5
 new keyboard came with seal broken and dongle missing rendering this keyboard all but useless looks like it might have been decent product but not really confident in this distributor ,5
after two months had lost my mic and now the wire has become disconnected from the headset did say just two months couldn believe it because they had decent reviews ,5
been trying this for over month now and have only used it handful of times because the charge barely last hours at most even after full charge save your money,1
been trying this for over month now and have only used it handful of times because the charge barely last hours at most even after full charge save your money,5
best keyboard for gaming works with xbox consoles and playstation consoles as well battery life is amazing only charged it twice since and only had it for months out of ,5
bought for my son for christmas and he loves them they are his favorite color and they shine bright he can really hear his friends well when he uses them ,5
bought these for gaming worst thing ever bought can barely hear anything even with the volume turned all the way up don waste your money or time with this junk ,1
bought these for my eight year old son who is non stop gamer and he loves them he especially likes the light up features happy kid happy mom thank you ,1
bought this for my husband and he loved it the lighting is bold clear and the keys are soft to the touch easy installation he was gaming in no time ,5
bought this for my new laptop bought and love this mouse the color changing amuses me so that is why thought hmmm ok will buy it and so happy did ,1
bought this for my new laptop bought and love this mouse the color changing amuses me so that is why thought hmmm ok will buy it and so happy did ,5
color shape size weight everything is okay but stopped working after few months update reviewthe seller has sent me new mouse and this is working fine really appreciate the gesture ,5
color shape size weight everything is okay but stopped working after few months update reviewthe seller has sent me new mouse and this is working fine really appreciate the gesture ,1
cutest stylish clean looked mouse have white monitor and white keyboard it goes very well with those also it has lights and it super comfortable ergonomic happy with this purchase,5
cutest stylish clean looked mouse have white monitor and white keyboard it goes very well with those also it has lights and it super comfortable ergonomic happy with this purchase,1
didn like the way the package showed up though it came in the original headphone box so anyone could see it it was also crushed glad the headphones weren damaged ,5
do not buy the product does not work for intended purposes using as mouse for my computer it lights up and thats it can leave zero stars would if could ,5
do not buy the product does not work for intended purposes using as mouse for my computer it lights up and thats it can leave zero stars would if could ,5
don waste your money on this junk does not work had it few days doesn work first the left ear went out then the right completely total pile of junk ,5
everyone on line is telling me sound muted and ve never had that problem before as if the mic is covered but this set doesn have short so make do,1
everything was good on except for the fact that the battery went bad really fast like within hours of use it would not hold any sort of charge after that ,1
excellent keyboard have ever use it keyboard lights just light up whenever you touch any keyboard key but it would be nice if package would comes as combo with mouse ,5
from what read this would plug into an android tablet have so that could control without using the touch screen but the adaptor did not allow this my mistake probably ,1
from what read this would plug into an android tablet have so that could control without using the touch screen but the adaptor did not allow this my mistake probably ,5
got this for my daughter and she loves it it is rechargeable and lights up she loves that it is so quiet when she is using it to play game ,5
got this for my daughter and she loves it it is rechargeable and lights up she loves that it is so quiet when she is using it to play game ,5
great battery life and put water on the bass part and it didn damage the speaker at all instead it made pretty cool effect when played song with heavy bass,5
great sound and very lite but days to somewhat fully charge and this is the second one ve had jbl needs to think what kind of batteries they are using ,5
great sound bought this to go with the oculus to get the full gaming experience definitely glad we purchased these they re also do an excellent job of blocking noise ,5
great speaker sound and bass is perfect clear use it on my boat so its water proof and holds change all day for me on the water really enjoy it ,5
i am senior citizen and have always considered bose the standard in speakers but this product exceeded my expectations got it refurbished and so it was great bargain works great ,5
i assumed this speaker would sound better than the jbl flip that have but not convinced as of yet maybe after listening to it for while ll change my mind ,5
i bought it on june nd it august th and the microphone stopped working the return date was july rd have been trying to contact the seller and no success ,5
i bought these for my daughter they worked well for the first months and then suddenly the sound quality became choppy and distorted unable to use them waste of money,5
i bought these for my husband so that he can play his video games but can still be in the same room without hearing all that crazy noise highly recommend,5
i bought these head phones for my year old grandson and he loves them he loves the noise canceling feature and the lighting up in blue is an extra bonus ,5
i bought these to replace my boyfriends old falling apart headphones and he loves them he games every night and said that they where much comfier than his old ones ,5
i bought this for my new laptop because really don like the finger pads on laptops it is truly plug and play and works awesome plus it looks really sleek ,5
i bought this for my new laptop because really don like the finger pads on laptops it is truly plug and play and works awesome plus it looks really sleek ,5
i bought this for my son to play fortnite on his switch works so well borrowed it for work one day and my coworkers even commented on how clear sounded ,1
i bought this for my year old he goes through headsets like crazy this one was incredibly affordable hopefully it will last great customer support from the company so far ,5
i bought this headset for my daughter to use for pc gaming it is comfortable good sound quality and seems durable friends say microphone sound quality is good as well ,5
i do like how they light up but they add nothing to sound quality the sound quality seems good will update in few months on how they are holding up ,5
i enjoyed these headphones and they are amazing for this price recommend for people who need headphones before pro headphones though it doesn cancel all background noise it helps alot ,1
i had my mouse for about week and after using it maybe times it completely stopped moving around only things that works on it is the buttons and the wheel,1
i had my mouse for about week and after using it maybe times it completely stopped moving around only things that works on it is the buttons and the wheel,5
i had small technical issue with my keyboard and klim went above and beyond more than any other business that have worked with amazing company keyboard is good stuff too ,5
i have been needing wireless mouse for the longest and this product was definitely what was looking for nice sleek feel and has long battery life so glad bought it ,5
i have been needing wireless mouse for the longest and this product was definitely what was looking for nice sleek feel and has long battery life so glad bought it ,5
i have bought several of these since this first one they work amazing have had no issues and recommend this seller and mouse brand alot the price is so good ,1
i have bought several of these since this first one they work amazing have had no issues and recommend this seller and mouse brand alot the price is so good ,5
i have not had to charge the keyborad or the mouse am on my computer lot and am still running the both of them from the time first intalled the ,5
i have several friends with jbl so knew what was getting but don know how lived my life before just listening to music on my phone day to day haha ,5
i haven tried it yet but it looks good and feels snug can imagine doing long gaming sessions with this headset will be better than with other headsets ve had ,5
i like the back lit keys but the keyboard has really short battery life we have to charge it few times week and we do not use it all day ,5
i like this keyboard overall especially how low profile the buttons are which prefer but the keyboard lights go to sleep way too fast and then you have dark keyboard ,1
i liked the design of this product but after two weeks it stopped working kept having to turn it on and off to get it to track at all disappointed ,1
i liked the design of this product but after two weeks it stopped working kept having to turn it on and off to get it to track at all disappointed ,1
i liked the sound overall and that it came with usb port if wanted the leds and two additional headphone ports if one breaks also listen to music with it ,5
i literally dropped this speaker in the lake and it still works perfectly battery life is awesome and the sound quality is amazing take this speaker everywhere go highly recommend ,5
i love how noise cancelling they are it came with free audio jack which was delighful surprise my friends say they can hear me lot clearer now overall very pleased,5
i love the feel of this mouse it is comfortable easy to set up rechargeable wireless and the lights are so pretty fast shipping and quality packaging would highly recommend ,1
i love the feel of this mouse it is comfortable easy to set up rechargeable wireless and the lights are so pretty fast shipping and quality packaging would highly recommend ,5
i love the sound quality and the noise cancelation of the headset and the overall quality of the headset like for the price it is it is extremely worth it,1
i love this mouse but am so bummed it broke after months the roller ball completely stopped working but at least could still use the mouse to navigate the screen ,1
i love this mouse but am so bummed it broke after months the roller ball completely stopped working but at least could still use the mouse to navigate the screen ,5
i love this mouse got the pink gold rose one it first of all so elegant and the best part is that it mute the clicks are soft and smooth ,5
i love this mouse got the pink gold rose one it first of all so elegant and the best part is that it mute the clicks are soft and smooth ,1
i love this product use it everyday great great sound don use any of my radios anymore you would not believe the sound that comes out if this small speaker ,5
i love this speaker and love can take it anywhere and charge my phone when at work when have no outlets the sound is clear and so loud love it ,5
i loved these headphones until they abruptly stopped working after months know that sounds like long time kind of however haven used them that often and they are stored properly ,1
i mainly use it for work zoom meetings it starts to hurt my ears after several hours or more hours but for the most part it comfortable highly recommend it ,5
i needed slim responsive mouse and got exactly what needed bought for work and connected with no issues would definitely recommend for anyone looking for reliable mouse customer service too ,1
i needed slim responsive mouse and got exactly what needed bought for work and connected with no issues would definitely recommend for anyone looking for reliable mouse customer service too ,5
i ordered the teal charge and was sent the camo one little disappointed and it only comes with charging cord not wall plug especially the money pay for this speaker,5
i purchased the rose gold and it matches my airbook charges fast and lasts long time between charges glad bought this wireless mouse use it for hrs day days week ,1
i purchased the rose gold and it matches my airbook charges fast and lasts long time between charges glad bought this wireless mouse use it for hrs day days week ,5
i really like the design and feel of this mouse bought in week the lights are cool and like the sleep feature if it not used for minutes great price ,1
i really like the design and feel of this mouse bought in week the lights are cool and like the sleep feature if it not used for minutes great price ,5
i really love the bass it gives out for good sized speaker was expecting little more boom but overall it great sounding speaker that hits pretty decent high sound level ,5
i received this product in the mail and when first handled it felt very cheap proceeded to use it on my laptop and the mouse wheel wasn working at all,5
i received this product in the mail and when first handled it felt very cheap proceeded to use it on my laptop and the mouse wheel wasn working at all,5
i returning mine after just months sound quality is bad sounds like the the bass is vibrating so crazy can hear what is being said and it is very annoying ,5
i searched and researched forever before buying this one glad did the sound quality is amazing the battery last forever and it water proof it not too bulky and portable ,5
i set it up to my phone and when let it play the sound was really bad it wasn playing the song clearly that why would like to return it,5
i use it for working at home and it gets the job done for the cost it not extravagant but it does what need it to do would recommend it ,5
i use it for working at home and it gets the job done for the cost it not extravagant but it does what need it to do would recommend it ,5
i use mine to work in the dark and having the keyboard light up is perfect so dont wake up my husband its quiet which love and its light weight ,5
i use these for playing wow and they are comfortable doing hour raid sound great and love the lighted feature works great so my wife doesnt hear all the chatter ,5
i use this for gaming works great with no issues battery life isn horrible considering it lights up if also like to add that the company has great customer service ,5
i wanted to like this keyboard but months old and it dead battery life wasn anywhere near the advertised time be prepared for dead keyboard after couple hours playing time ,5
i was looked forward to having this mouse but used about twice since got and it not working already don know if it defective or what guess there go my ,5
i was looked forward to having this mouse but used about twice since got and it not working already don know if it defective or what guess there go my ,1
i was very unhappy with this product it was way too complicated to connect to the pc returned the product and still having problem with the new one received instead ,5
i work on computers all day this mouse has easily become my favorite mouse use it for all of my computer tasks on both computers love this mouse very sleek ,1
i work on computers all day this mouse has easily become my favorite mouse use it for all of my computer tasks on both computers love this mouse very sleek ,1
it amazing how only good reviews can be posted but when buyers getting scammed out they hard earned money and want to complain about that the review can be posted ,5
it amazing how only good reviews can be posted but when buyers getting scammed out they hard earned money and want to complain about that the review can be posted ,5
it didn come with wireless capabilities without buying few more attachments that were just as expensive as the headset had to return but to use as plug in totally fine,5
it does not hold it charge for long within hours it done also doesn track well in comparison to my older wireless mouse going back to using it more often ,1
it does not hold it charge for long within hours it done also doesn track well in comparison to my older wireless mouse going back to using it more often ,5
it is really quite except that the scroll button when you click it is really loud rgb is decent for the price but wish it was brighter overall its decent,1
it is really quite except that the scroll button when you click it is really loud rgb is decent for the price but wish it was brighter overall its decent,5
it very big and clunky but give very competent sound and bass cancelling outside noises it useful for when you don have to put batteries in your wireless gamer headphones ,5
it was nice and sleek it felt very cheaply made though and it died within weeks of having it wouldn turn on even charged it would not recommend buying it ,1
it was nice and sleek it felt very cheaply made though and it died within weeks of having it wouldn turn on even charged it would not recommend buying it ,5
it wireless but not bluetooth very misleading as it was recommended with the other mice that was total waste of money but fits nicely in your palm with small hands ,5
it wireless but not bluetooth very misleading as it was recommended with the other mice that was total waste of money but fits nicely in your palm with small hands ,5
jbl flip is sufficient although loved the green this one size bigger didn have any otheradvantages over the flip other than the color kept the flip sent this one back ,5
keyboard is small and ok not strong lighting in the light my main issue is that the volume up and down don work to me this makes this non purchase ,1
looks great feels comfortable however when lifting the mouse it would shoot the cursor all over the screen which can be frustrating when playing games or working on detailed spreadsheets ,5
looks great feels comfortable however when lifting the mouse it would shoot the cursor all over the screen which can be frustrating when playing games or working on detailed spreadsheets ,5
love the device great sound charging length etc had one issue charging cord came wit rust on metal ends payed for new ormsby not refurbished one so didn understand this,5
love this mouse got it to replace my logitech mouse because it was glitching you can beat the price for this one it light weight and the colors are nice ,5
love this mouse got it to replace my logitech mouse because it was glitching you can beat the price for this one it light weight and the colors are nice ,5
maybe got dud but the battery life is terrible lasts maybe minutes if am lucky seller wouldn return or replace but amazon did got new one and it works right ,5
my daughter use it for her laptop an plays few games on it the battery life is fair since she does use the mouse alot say about to hours countulessy,1
my daughter use it for her laptop an plays few games on it the battery life is fair since she does use the mouse alot say about to hours countulessy,5
my daughter uses these for remote schooling as well as video chatting with her friends playing video games and listening to music she loves them and the price is perfect ,5
my laptop doesn have light up keys and prop it higher so don put strain on my neck this wireless laptop came at great price and is made in america ,5
my son loves it but it broke after few months that he couldn talk to no one but he can hear them he wants me to buy him another headset,5
my son loves this product for gaming we had problem with the dongle and they issued me new keyboard within week will order more products from this company without hesitation ,5
my son needed new pair of gaming headphones and these were steal great price for great quality my son loves them and said they re better than his last pair ,5
not sure how widespread problem it is but this headset is super uncomfortable on my ears to wear other than that the sound quality and mic on it is superb ,1
only bad thing is that you don get to have the lights on your head set but other than that it the best money can buy affordable and quality thanks ,1
only got to use it for month and then after that tried to charge it and but it didn charge and didn work not worth getting it doesn last long ,1
product was gift for sons birthday initially worked great but less then month of using microphone no longer works have emailed company so shall see if replacement items is offered ,5
put one star because this store sent me bad mouse twice the first was working then not working the next did not work at all just wasted time and money ,1
put one star because this store sent me bad mouse twice the first was working then not working the next did not work at all just wasted time and money ,5
set up couldn be easier put the white usb thing into my computer and the mouse magically worked that all it took got the gold rose and it very pretty ,1
set up couldn be easier put the white usb thing into my computer and the mouse magically worked that all it took got the gold rose and it very pretty ,1
so it definitely doesn play for hours the battery was drained after five straight hours thought it was gonna be bit louder knew should have just got the boom box ,5
so loved this speaker until it just gave up on me after nothing even close to twenty hours of playtime advertised on amazon pretty bad think going to return it ,5
sound quality is excellent great bass sound too connects instantly to my iphone battery life is amazing use it few hours almost every day and it lasts the whole week ,5
sounds so good and gets very loud bluetooth connects to both my iphone and my boyfriends android easily every time the battery life is amazing as well worth the money ,1
terrible stopped working within weeks the keys have weak feedback awkward placement of the enter key not to mention the weird noises the keyboard makes when the lights are on ,1
the design is incredible the color is amazing and the quality looks like professional gaming headphones it really comfortable don feel any kind of discomfort on my ears recommend it ,5
the different colored lights stopped working after week and it only had red light after two months the mouse stopped working entirely sucks because it too late to return it,1
the different colored lights stopped working after week and it only had red light after two months the mouse stopped working entirely sucks because it too late to return it,1
the first two weeks of using this headset was great but something happened after putting it away and the quality is just poor and is cheaply made do not recommend ,5
the headphone sound is very good for the price the design is interesting but not to bulky nor slim fits on most heads it good bang for the buck product ,5
the headsets have good weight to them and the light give pretty decent lighting one cable is for the lights usb and the other one is for the audio aux ,5
the mouse is exactly as it appeared love the lightness and design didn feel aggrevating symptoms of my carpel tunnel as quickly after use this enabled me to work longer ,5
the mouse is exactly as it appeared love the lightness and design didn feel aggrevating symptoms of my carpel tunnel as quickly after use this enabled me to work longer ,1
the mouse is very good and love the colors but it seems to go into sleep mode way too often unfortunately my mouse stopped working after few weeks after purchase ,5
the mouse is very good and love the colors but it seems to go into sleep mode way too often unfortunately my mouse stopped working after few weeks after purchase ,1
the mouse worked fine for the few minutes got to use it the usb charging cord was missing per the instructions you cannot use any other charging cord with it ,5
the rating on this item is far from reality the speaker sounds like it is busted and the bass crackles not so sure how this has the rating it does ,5
the scroll wheel broke after month or two have to buy another mouse wont buy this again it good size to save space but it doesnt fit the hand well ,1
the sound is going in and out shake the headset and the sound reconnects then it gone for the majority of the time terrible quality doesn last long at all ,5
the sound quality and sound direction is really great so far the headset is also very comfortable and almost cancels the noise completely when my mom is yelling at me ,5
the sound quality is not that good used it couple of time and felt like either it is faulty or it just the sound quality of charge is not good ,5
the sound quality is very good and it is easy hold and carry around think it is better to buy additional case to protect it and carry around more easily ,5
the texture is very good to hold and mostly very quiet feel very good about this shopping experience the shipment was very fast and it arrived much earlier than expected ,5
the texture is very good to hold and mostly very quiet feel very good about this shopping experience the shipment was very fast and it arrived much earlier than expected ,1
these served me well for few years have large ears so had to seek out another pair but if you have small to medium ears these will do you right ,1
these things stop working after few weeks got two and one it just refuses to charge or stay on the other the scroller fell very poorly made do not purchase ,1
these things stop working after few weeks got two and one it just refuses to charge or stay on the other the scroller fell very poorly made do not purchase ,5
this headset has blown me away by how good it is very good quality if you are looking for just basic do the job type of headset this is it ,5
this is great value mouse purchased it to go with my new laptop so didn have to depend on the trackpad the design is nice and colors are great addition ,1
this is great value mouse purchased it to go with my new laptop so didn have to depend on the trackpad the design is nice and colors are great addition ,5
this is such great mouse it works so well and love the pretty colors it also doesn make any noise while clicking which was my priority would definitely recommend this ,1
this is such great mouse it works so well and love the pretty colors it also doesn make any noise while clicking which was my priority would definitely recommend this ,1
this is the best mouse that ve used in long time no batteries needed just charge it when needed ve used this for little over day and it doing great ,5
this is the best mouse that ve used in long time no batteries needed just charge it when needed ve used this for little over day and it doing great ,5
this keyboard is very comfortable to use and the lights are not too bright love the layout of the colors it seems to be very quick response when playing games ,1
this keyboard was easy to set up however the user manual that you can download is not in english use the fn key to adjust the lights very cool keyboard ,1
this mouse has been great super quiet when you click and responds well when prompted the lights add nice touch and remind you to turn it off for the day ,1
this mouse has been great super quiet when you click and responds well when prompted the lights add nice touch and remind you to turn it off for the day ,5
this mouse meets all my needs and it looks so cute among my setup love the rgb lights it projects and how smooth and quiet the clicks are definitely recommend ,5
this product does not work with my macbook air it worked last night when first opened the box and it already won keep charge or charge at all buyer beware ,5
this product does not work with my macbook air it worked last night when first opened the box and it already won keep charge or charge at all buyer beware ,5
this product is garbage didn even get charging cord oh and by the way the mouse come out the box broken not working returning and running to better name brand ,5
this product is garbage didn even get charging cord oh and by the way the mouse come out the box broken not working returning and running to better name brand ,5
this speaker sounds great as long as it is in the same room as your music source the sound counts in and out as soon as you walk around corner ,5
this speaker works great clear sound and the battery last long time only bad thing is if it gets hot it will shut off so keep in shady spot outside ,5
this wireless mouse is good size with great compatibility with my mac it great price and color matches my cover highly recommend for those that just need an everyday mouse ,5
this wireless mouse is good size with great compatibility with my mac it great price and color matches my cover highly recommend for those that just need an everyday mouse ,1
trash st set broke impossible to get in touch with manufacturer so amazon replaced them set broke too aux plug comes loose so audio and mic is useless waste of ,5
unfortunately it been months and now it useless and unresponsive going to have to get rid of it now and get new one guess you get what you pay for ,1
unfortunately it been months and now it useless and unresponsive going to have to get rid of it now and get new one guess you get what you pay for ,1
very cool keyboard works great but after couple of weeks after return window closed it will only work when plugged into power kinda defeats the point of having wireless keyboard ,1
very disappointed the mouse doesn hold charge even if you leave it on for short period of time while not using it you must recharge it would not buy again ,1
very disappointed the mouse doesn hold charge even if you leave it on for short period of time while not using it you must recharge it would not buy again ,5
very good considering it pretty cheap had mine for almost years and just now having to buy another definitely recommend sound is clear and microphone is pretty good as well ,5
very good quality sleek and pretty use it for my desk at work the only issue is when using it to scroll page the ball starts squeaking otherwise it great ,1
very good quality sleek and pretty use it for my desk at work the only issue is when using it to scroll page the ball starts squeaking otherwise it great ,1
very good sound easy blue tooth connection registering this product on the harmon jbl website is nightmare dont know but ll bet their customer service is the same just sayin ,5
waaay to light flies off desk at angular touch and there is nowhere to grip if and when you want to move it without touching key and messing up processes ,5
we purchased these for gaming and they work just fine my son has not complained that they are uncomfortable and wears them for long stretches of time would buy again ,5
we use this on the boat and the beach brother has one too and they will connect wirelessly with no problem waterproof but will not float without an extra buoy ,5
when it worked it was good now it no longer connects to the dongle or stays on ve made sure it is charged both through wall outlet and usb port ,1
works great love them only concern is it can not plug into my xbox controller it has to be plugged into the console but for pc gaming they are great ,5
works great very reactive colors look fantastic while they go through all the different colors as well as has an option for just red if you re not feeling fancy,1
works great very reactive colors look fantastic while they go through all the different colors as well as has an option for just red if you re not feeling fancy,5
works really good when you playing call of duty or division to love this item this is the second pair ve bought one for me and one for my friend,5
you do have to press key to activate lighting unlike some other keyboards you only have to touch not big problem just press the ctrl key to fire it up ,5
you get what you paid for lol it worked great at first but the usb receiver stopped working after months so the mouse couldn connect to mac at all tragic,1
 cool that it lights up pretty good sound quality and it does noise cancel quite well time will reveal the durability of these headphones but so far so good ,5
absolutely love everything about this speaker the battery life is insanely long if you re debating between this speaker and another one get this one you won be disappointed ,5
amazing noise cancellation and the sound quality is great too highly recommend this to anybody looking for pair of gaming headphones or even just headphones in general five stars ,5
amazon increasingly started to provide no name no sn no model description poor quality merchandise which fail to operate out of the box they may or may not function ,1
and for the prices probably the best buy have ever gotten for gaming headphones these fit an adult head and kid says they are comfortable sound is good too ,5
awesome headphones works and sounds great very comfortable especially for the little ones my son loves them great for gaming quality sound is excellent looks and feels great too ,5
bought it for my best friend to go her gaming laptop for christmas last year she loved it while it worked but it didn even survive til this one ,1
bought it on august th and it died april th it was good keyboard up till now not one problem then this morning it just quit yes its charged ,5
bought of these the lights are fun and fit really well in smaller hands but these christmas gifts are no longer usable durability stinks my opinion would not buy ,1
bought of these the lights are fun and fit really well in smaller hands but these christmas gifts are no longer usable durability stinks my opinion would not buy ,1
bought this for my husband and it was so easy to connect to bluetooth no apps required and the sound is terrific better than expected in this price range ,5
bought this for my son to use for school the roller bar broke the second time he used it in addition to this it wouldn stay charged dissatisfied customer ,5
bought this for my son to use for school the roller bar broke the second time he used it in addition to this it wouldn stay charged dissatisfied customer ,1
bought this months ago stopped working yesterday tried charging it and using it on different surfaces nothing curser won budge definitely not worth it now looking for new one ,5
bought this months ago stopped working yesterday tried charging it and using it on different surfaces nothing curser won budge definitely not worth it now looking for new one ,5
broken right after ran out of return window came the narrow keep moving and linking event when is using or not using it don know what problem with it ,5
broken right after ran out of return window came the narrow keep moving and linking event when is using or not using it don know what problem with it ,1
